method,node_id,row,rack,node,file,generation_mode,timing_mode,num_requests,seed,status,reason,num_timesteps,min_power_w,max_power_w,mean_power_w
splitwise_strict,67,2,4,3,splitwise_strict/node_2_4_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12857,67645,evaluated,,345600,571.6218749999997,3256.873286132812,831.5328645999502
splitwise_strict,68,2,5,0,splitwise_strict/node_2_5_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12974,68654,evaluated,,345600,571.6218749999997,3256.873286132812,835.7336123268598
splitwise_strict,69,2,5,1,splitwise_strict/node_2_5_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12653,69663,evaluated,,345600,571.6218749999997,3256.8834374999997,832.2850620116673
splitwise_strict,70,2,5,2,splitwise_strict/node_2_5_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12972,70672,evaluated,,345600,571.6218749999997,3256.8834374999997,837.4774565117269
splitwise_strict,71,2,5,3,splitwise_strict/node_2_5_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12715,71681,evaluated,,345600,571.6218749999997,3256.873286132812,830.3626111363744
splitwise_strict,72,3,0,0,splitwise_strict/node_3_0_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12790,72690,evaluated,,345600,571.6218749999997,3256.873286132812,835.7348019052873
splitwise_strict,73,3,0,1,splitwise_strict/node_3_0_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12798,73699,evaluated,,345600,571.6218749999997,3256.8834374999997,834.0704462688661
splitwise_strict,74,3,0,2,splitwise_strict/node_3_0_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12915,74708,evaluated,,345600,571.6218749999997,3256.873286132812,835.2142301511491
splitwise_strict,75,3,0,3,splitwise_strict/node_3_0_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12895,75717,evaluated,,345600,571.6218749999997,3256.8631347656246,836.0359269143656
splitwise_strict,76,3,1,0,splitwise_strict/node_3_1_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12770,76726,evaluated,,345600,571.6218749999997,3256.8834374999997,836.4688990501849
splitwise_strict,77,3,1,1,splitwise_strict/node_3_1_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12537,77735,evaluated,,345600,571.6218749999997,3256.8834374999997,821.5963238495864
splitwise_strict,78,3,1,2,splitwise_strict/node_3_1_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12905,78744,evaluated,,345600,571.6218749999997,3256.8834374999997,828.3828146222536
splitwise_strict,79,3,1,3,splitwise_strict/node_3_1_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12842,79753,evaluated,,345600,571.6218749999997,3256.8631347656246,833.3871167394484
splitwise_strict,80,3,2,0,splitwise_strict/node_3_2_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12633,80762,evaluated,,345600,571.6218749999997,3256.873286132812,833.9179481412729
splitwise_strict,81,3,2,1,splitwise_strict/node_3_2_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12782,81771,evaluated,,345600,571.6218749999997,3256.8303568267816,838.2506359014827
splitwise_strict,82,3,2,2,splitwise_strict/node_3_2_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12915,82780,evaluated,,345600,571.6218749999997,3256.8631347656246,838.0013511328062
splitwise_strict,83,3,2,3,splitwise_strict/node_3_2_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12649,83789,evaluated,,345600,571.6218749999997,3256.8631347656246,828.3701546842581
splitwise_strict,84,3,3,0,splitwise_strict/node_3_3_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12772,84798,evaluated,,345600,571.6218749999997,3256.8834374999997,825.9385075845281
splitwise_strict,85,3,3,1,splitwise_strict/node_3_3_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12806,85807,evaluated,,345600,571.6218749999997,3256.8834374999997,834.481511814296
splitwise_strict,86,3,3,2,splitwise_strict/node_3_3_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12690,86816,evaluated,,345600,571.6218749999997,3256.873286132812,830.5969158138862
splitwise_strict,87,3,3,3,splitwise_strict/node_3_3_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12672,87825,evaluated,,345600,571.6218749999997,3256.873286132812,830.5124260024978
splitwise_strict,88,3,4,0,splitwise_strict/node_3_4_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12890,88834,evaluated,,345600,571.6218749999997,3256.873286132812,834.3230607962532
splitwise_strict,89,3,4,1,splitwise_strict/node_3_4_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12719,89843,evaluated,,345600,571.6218749999997,3256.8834374999997,826.8724683234042
splitwise_strict,90,3,4,2,splitwise_strict/node_3_4_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12750,90852,evaluated,,345600,571.6218749999997,3256.873286132812,833.4864588286271
splitwise_strict,91,3,4,3,splitwise_strict/node_3_4_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12779,91861,evaluated,,345600,571.6218749999997,3256.8834374999997,827.557686581169
splitwise_strict,92,3,5,0,splitwise_strict/node_3_5_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12853,92870,evaluated,,345600,571.6218749999997,3256.8631347656246,835.1187254921674
splitwise_strict,93,3,5,1,splitwise_strict/node_3_5_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12657,93879,evaluated,,345600,571.6218749999997,3256.873286132812,836.5107429338273
splitwise_strict,94,3,5,2,splitwise_strict/node_3_5_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12857,94888,evaluated,,345600,571.6218749999997,3256.8834374999997,836.6683442144474
splitwise_strict,95,3,5,3,splitwise_strict/node_3_5_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12901,95897,evaluated,,345600,571.6218749999997,3256.8631347656246,838.6471180690895
splitwise_strict,96,4,0,0,splitwise_strict/node_4_0_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12954,96906,evaluated,,345600,571.6218749999997,3256.852983398437,830.9503796719683
splitwise_strict,97,4,0,1,splitwise_strict/node_4_0_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12860,97915,evaluated,,345600,571.6218749999997,3256.8834374999997,834.4708764118744
splitwise_strict,98,4,0,2,splitwise_strict/node_4_0_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12556,98924,evaluated,,345600,571.6218749999997,3256.8834374999997,826.4961132559994
splitwise_strict,99,4,0,3,splitwise_strict/node_4_0_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12972,99933,evaluated,,345600,571.6218749999997,3256.873286132812,834.0724337104642
splitwise_strict,100,4,1,0,splitwise_strict/node_4_1_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12890,100942,evaluated,,345600,571.6218749999997,3256.873286132812,835.5720068548105
splitwise_strict,101,4,1,1,splitwise_strict/node_4_1_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12892,101951,evaluated,,345600,571.6218749999997,3256.8834374999997,832.2184777821709
splitwise_strict,102,4,1,2,splitwise_strict/node_4_1_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12722,102960,evaluated,,345600,571.6218749999997,3256.8631347656246,831.760269273274
splitwise_strict,103,4,1,3,splitwise_strict/node_4_1_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12985,103969,evaluated,,345600,571.6218749999997,3256.873286132812,833.5452064839055
splitwise_strict,104,4,2,0,splitwise_strict/node_4_2_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12781,104978,evaluated,,345600,571.6218749999997,3256.873286132812,832.9692477127907
splitwise_strict,105,4,2,1,splitwise_strict/node_4_2_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12879,105987,evaluated,,345600,571.6218749999997,3256.8631347656246,830.0311788839099
splitwise_strict,106,4,2,2,splitwise_strict/node_4_2_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12908,106996,evaluated,,345600,571.6218749999997,3256.8834374999997,835.4725053564493
splitwise_strict,107,4,2,3,splitwise_strict/node_4_2_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12712,108005,evaluated,,345600,571.6218749999997,3256.852983398437,827.9928243243422
splitwise_strict,108,4,3,0,splitwise_strict/node_4_3_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12934,109014,evaluated,,345600,571.6218749999997,3256.8834374999997,837.2875777882484
splitwise_strict,109,4,3,1,splitwise_strict/node_4_3_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12802,110023,evaluated,,345600,571.6218749999997,3256.8834374999997,832.0813244899723
splitwise_strict,110,4,3,2,splitwise_strict/node_4_3_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12673,111032,evaluated,,345600,571.6218749999997,3256.8834374999997,831.431973984802
splitwise_strict,111,4,3,3,splitwise_strict/node_4_3_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12740,112041,evaluated,,345600,571.6218749999997,3256.873286132812,829.363131685062
splitwise_strict,112,4,4,0,splitwise_strict/node_4_4_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12824,113050,evaluated,,345600,571.6218749999997,3256.873286132812,836.0153751469059
splitwise_strict,113,4,4,1,splitwise_strict/node_4_4_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12847,114059,evaluated,,345600,571.6218749999997,3256.8834374999997,832.969342961852
splitwise_strict,114,4,4,2,splitwise_strict/node_4_4_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12849,115068,evaluated,,345600,571.6218749999997,3256.8834374999997,839.3847770470106
splitwise_strict,115,4,4,3,splitwise_strict/node_4_4_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12934,116077,evaluated,,345600,571.6218749999997,3256.8834374999997,842.8952719879939
splitwise_strict,116,4,5,0,splitwise_strict/node_4_5_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12835,117086,evaluated,,345600,571.6218749999997,3256.873286132812,831.7951118111768
splitwise_strict,117,4,5,1,splitwise_strict/node_4_5_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12913,118095,evaluated,,345600,571.6218749999997,3256.8834374999997,832.4628543383161
splitwise_strict,118,4,5,2,splitwise_strict/node_4_5_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12951,119104,evaluated,,345600,571.6218749999997,3256.8834374999997,833.3620719404446
splitwise_strict,119,4,5,3,splitwise_strict/node_4_5_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12822,120113,evaluated,,345600,571.6218749999997,3256.8834374999997,831.5781459387606
splitwise_strict,120,5,0,0,splitwise_strict/node_5_0_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12868,121122,evaluated,,345600,571.6218749999997,3256.8834374999997,832.9727882301594
splitwise_strict,121,5,0,1,splitwise_strict/node_5_0_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12866,122131,evaluated,,345600,571.6218749999997,3256.852983398437,836.3179133452746
splitwise_strict,122,5,0,2,splitwise_strict/node_5_0_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12792,123140,evaluated,,345600,571.6218749999997,3256.8834374999997,829.9337893085641
splitwise_strict,123,5,0,3,splitwise_strict/node_5_0_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12806,124149,evaluated,,345600,571.6218749999997,3256.873286132812,834.4617839452609
splitwise_strict,124,5,1,0,splitwise_strict/node_5_1_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12824,125158,evaluated,,345600,571.6218749999997,3256.8834374999997,837.1552621280794
splitwise_strict,125,5,1,1,splitwise_strict/node_5_1_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12711,126167,evaluated,,345600,571.6218749999997,3256.8631347656246,834.0264432994268
splitwise_strict,126,5,1,2,splitwise_strict/node_5_1_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12805,127176,evaluated,,345600,571.6218749999997,3256.8834374999997,832.2430395155217
splitwise_strict,127,5,1,3,splitwise_strict/node_5_1_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12927,128185,evaluated,,345600,571.6218749999997,3256.8834374999997,838.56412557379
splitwise_strict,128,5,2,0,splitwise_strict/node_5_2_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12763,129194,evaluated,,345600,571.6218749999997,3256.8631347656246,829.7538336358273
splitwise_strict,129,5,2,1,splitwise_strict/node_5_2_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12733,130203,evaluated,,345600,571.6218749999997,3256.8834374999997,830.8636908112915
splitwise_strict,130,5,2,2,splitwise_strict/node_5_2_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,13072,131212,evaluated,,345600,571.6218749999997,3256.8631347656246,837.7800788197111
splitwise_strict,131,5,2,3,splitwise_strict/node_5_2_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12832,132221,evaluated,,345600,571.6218749999997,3256.873286132812,832.0316987429437
splitwise_strict,132,5,3,0,splitwise_strict/node_5_3_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,13002,133230,evaluated,,345600,571.6218749999997,3256.873286132812,839.9520261697412
splitwise_strict,133,5,3,1,splitwise_strict/node_5_3_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12879,134239,evaluated,,345600,571.6218749999997,3256.873286132812,831.6749317763226
splitwise_strict,134,5,3,2,splitwise_strict/node_5_3_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12777,135248,evaluated,,345600,571.6218749999997,3256.8303568267816,830.1361760947123
splitwise_strict,135,5,3,3,splitwise_strict/node_5_3_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,13029,136257,evaluated,,345600,571.6218749999997,3256.8834374999997,835.9360355177142
splitwise_strict,136,5,4,0,splitwise_strict/node_5_4_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12792,137266,evaluated,,345600,571.6218749999997,3256.873286132812,829.6953396876623
splitwise_strict,137,5,4,1,splitwise_strict/node_5_4_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12753,138275,evaluated,,345600,571.6218749999997,3256.8428320312496,835.0217589886088
splitwise_strict,138,5,4,2,splitwise_strict/node_5_4_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12847,139284,evaluated,,345600,571.6218749999997,3256.8834374999997,836.6675689773817
splitwise_strict,139,5,4,3,splitwise_strict/node_5_4_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,13027,140293,evaluated,,345600,571.6218749999997,3256.8834374999997,833.902637664997
splitwise_strict,140,5,5,0,splitwise_strict/node_5_5_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12764,141302,evaluated,,345600,571.6218749999997,3256.8631347656246,831.786110090861
splitwise_strict,141,5,5,1,splitwise_strict/node_5_5_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12791,142311,evaluated,,345600,571.6218749999997,3256.873286132812,832.1348143925535
splitwise_strict,142,5,5,2,splitwise_strict/node_5_5_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12826,143320,evaluated,,345600,571.6218749999997,3256.852983398437,836.1465972111165
splitwise_strict,143,5,5,3,splitwise_strict/node_5_5_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12951,144329,evaluated,,345600,571.6218749999997,3256.873286132812,836.2813033091403
splitwise_strict,144,6,0,0,splitwise_strict/node_6_0_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12803,145338,evaluated,,345600,571.6218749999997,3256.8834374999997,834.9073658655128
splitwise_strict,145,6,0,1,splitwise_strict/node_6_0_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12904,146347,evaluated,,345600,571.6218749999997,3256.852983398437,833.0070370296089
splitwise_strict,146,6,0,2,splitwise_strict/node_6_0_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12801,147356,evaluated,,345600,571.6218749999997,3256.8834374999997,827.9848431882693
splitwise_strict,147,6,0,3,splitwise_strict/node_6_0_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12867,148365,evaluated,,345600,571.6218749999997,3256.8834374999997,837.4887257947173
splitwise_strict,148,6,1,0,splitwise_strict/node_6_1_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12855,149374,evaluated,,345600,571.6218749999997,3256.873286132812,832.4484196091879
splitwise_strict,149,6,1,1,splitwise_strict/node_6_1_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12708,150383,evaluated,,345600,571.6218749999997,3256.873286132812,830.7763913513434
splitwise_strict,150,6,1,2,splitwise_strict/node_6_1_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12965,151392,evaluated,,345600,571.6218749999997,3256.8834374999997,830.5658747902137
splitwise_strict,151,6,1,3,splitwise_strict/node_6_1_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12870,152401,evaluated,,345600,571.6218749999997,3256.8834374999997,833.1270091841513
splitwise_strict,152,6,2,0,splitwise_strict/node_6_2_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12733,153410,evaluated,,345600,571.6218749999997,3256.852983398437,835.5118459046746
splitwise_strict,153,6,2,1,splitwise_strict/node_6_2_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12874,154419,evaluated,,345600,571.6218749999997,3256.8631347656246,838.5253647491476
splitwise_strict,154,6,2,2,splitwise_strict/node_6_2_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12831,155428,evaluated,,345600,571.6218749999997,3256.873286132812,836.2704214236047
splitwise_strict,155,6,2,3,splitwise_strict/node_6_2_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12827,156437,evaluated,,345600,571.6218749999997,3256.8834374999997,835.513415892269
splitwise_strict,156,6,3,0,splitwise_strict/node_6_3_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12928,157446,evaluated,,345600,571.6218749999997,3256.8631347656246,838.4090862250571
splitwise_strict,157,6,3,1,splitwise_strict/node_6_3_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12781,158455,evaluated,,345600,571.6218749999997,3256.873286132812,833.1988972839423
splitwise_strict,158,6,3,2,splitwise_strict/node_6_3_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12791,159464,evaluated,,345600,571.6218749999997,3256.873286132812,830.9608672228114
splitwise_strict,159,6,3,3,splitwise_strict/node_6_3_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12768,160473,evaluated,,345600,571.6218749999997,3256.873286132812,830.6762622253207
splitwise_strict,160,6,4,0,splitwise_strict/node_6_4_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,13037,161482,evaluated,,345600,571.6218749999997,3256.8834374999997,840.509316726081
splitwise_strict,161,6,4,1,splitwise_strict/node_6_4_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12838,162491,evaluated,,345600,571.6218749999997,3256.873286132812,833.5187689505856
splitwise_strict,162,6,4,2,splitwise_strict/node_6_4_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12809,163500,evaluated,,345600,571.6218749999997,3256.8834374999997,836.6559897429462
splitwise_strict,163,6,4,3,splitwise_strict/node_6_4_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12798,164509,evaluated,,345600,571.6218749999997,3256.873286132812,831.4717750191471
splitwise_strict,164,6,5,0,splitwise_strict/node_6_5_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12824,165518,evaluated,,345600,571.6218749999997,3256.8834374999997,836.656786674706
splitwise_strict,165,6,5,1,splitwise_strict/node_6_5_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12860,166527,evaluated,,345600,571.6218749999997,3256.8631347656246,835.0418577596691
splitwise_strict,166,6,5,2,splitwise_strict/node_6_5_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12620,167536,evaluated,,345600,571.6218749999997,3256.8631347656246,829.8463138317
splitwise_strict,167,6,5,3,splitwise_strict/node_6_5_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12676,168545,evaluated,,345600,571.6218749999997,3256.8631347656246,833.3041590254778
splitwise_strict,168,7,0,0,splitwise_strict/node_7_0_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,13054,169554,evaluated,,345600,571.6218749999997,3256.8428320312496,838.4714139550571
splitwise_strict,169,7,0,1,splitwise_strict/node_7_0_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12675,170563,evaluated,,345600,571.6218749999997,3256.8834374999997,830.3932187759804
splitwise_strict,170,7,0,2,splitwise_strict/node_7_0_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12961,171572,evaluated,,345600,571.6218749999997,3256.8834374999997,833.7510400334214
splitwise_strict,171,7,0,3,splitwise_strict/node_7_0_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12730,172581,evaluated,,345600,571.6218749999997,3256.8834374999997,832.7126631168862
splitwise_strict,172,7,1,0,splitwise_strict/node_7_1_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12694,173590,evaluated,,345600,571.6218749999997,3256.873286132812,832.6550847155803
splitwise_strict,173,7,1,1,splitwise_strict/node_7_1_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12703,174599,evaluated,,345600,571.6218749999997,3256.8834374999997,828.1497644113192
splitwise_strict,174,7,1,2,splitwise_strict/node_7_1_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12852,175608,evaluated,,345600,571.6218749999997,3256.873286132812,837.3939662632774
splitwise_strict,175,7,1,3,splitwise_strict/node_7_1_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12890,176617,evaluated,,345600,571.6218749999997,3256.812377929687,835.9245185585554
splitwise_strict,176,7,2,0,splitwise_strict/node_7_2_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12623,177626,evaluated,,345600,571.6218749999997,3256.8834374999997,828.8780404164228
splitwise_strict,177,7,2,1,splitwise_strict/node_7_2_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12698,178635,evaluated,,345600,571.6218749999997,3256.8303568267816,830.3573921938386
splitwise_strict,178,7,2,2,splitwise_strict/node_7_2_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12776,179644,evaluated,,345600,571.6218749999997,3256.8834374999997,829.576126116097
splitwise_strict,179,7,2,3,splitwise_strict/node_7_2_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12789,180653,evaluated,,345600,571.6218749999997,3256.8834374999997,831.5861825729587
splitwise_strict,180,7,3,0,splitwise_strict/node_7_3_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12673,181662,evaluated,,345600,571.6218749999997,3256.852983398437,831.1707625412025
splitwise_strict,181,7,3,1,splitwise_strict/node_7_3_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12962,182671,evaluated,,345600,571.6218749999997,3256.8834374999997,835.0959582584743
splitwise_strict,182,7,3,2,splitwise_strict/node_7_3_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12866,183680,evaluated,,345600,571.6218749999997,3256.8428320312496,838.2435242097171
splitwise_strict,183,7,3,3,splitwise_strict/node_7_3_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12628,184689,evaluated,,345600,571.6218749999997,3256.8834374999997,831.5513351852585
splitwise_strict,184,7,4,0,splitwise_strict/node_7_4_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12864,185698,evaluated,,345600,571.6218749999997,3256.8631347656246,826.8925813827908
splitwise_strict,185,7,4,1,splitwise_strict/node_7_4_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12824,186707,evaluated,,345600,571.6218749999997,3256.873286132812,837.538644508483
splitwise_strict,186,7,4,2,splitwise_strict/node_7_4_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12713,187716,evaluated,,345600,571.6218749999997,3256.8834374999997,827.8790993983193
splitwise_strict,187,7,4,3,splitwise_strict/node_7_4_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12932,188725,evaluated,,345600,571.6218749999997,3256.873286132812,835.4826398351407
splitwise_strict,188,7,5,0,splitwise_strict/node_7_5_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12897,189734,evaluated,,345600,571.6218749999997,3256.8631347656246,836.8863357004064
splitwise_strict,189,7,5,1,splitwise_strict/node_7_5_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12611,190743,evaluated,,345600,571.6218749999997,3256.8834374999997,832.4228083752502
splitwise_strict,190,7,5,2,splitwise_strict/node_7_5_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12811,191752,evaluated,,345600,571.6218749999997,3256.8834374999997,834.2248829087288
splitwise_strict,191,7,5,3,splitwise_strict/node_7_5_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12946,192761,evaluated,,345600,571.6218749999997,3256.873286132812,829.3012136056947
splitwise_strict,192,8,0,0,splitwise_strict/node_8_0_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12730,193770,evaluated,,345600,571.6218749999997,3256.8631347656246,825.502637979029
splitwise_strict,193,8,0,1,splitwise_strict/node_8_0_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12919,194779,evaluated,,345600,571.6218749999997,3256.873286132812,835.7183060730661
splitwise_strict,194,8,0,2,splitwise_strict/node_8_0_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12511,195788,evaluated,,345600,571.6218749999997,3256.8834374999997,829.3893993793985
splitwise_strict,195,8,0,3,splitwise_strict/node_8_0_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12696,196797,evaluated,,345600,571.6218749999997,3256.873286132812,829.9123338618523
splitwise_strict,196,8,1,0,splitwise_strict/node_8_1_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12917,197806,evaluated,,345600,571.6218749999997,3256.873286132812,832.7826811829202
splitwise_strict,197,8,1,1,splitwise_strict/node_8_1_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12800,198815,evaluated,,345600,571.6218749999997,3256.8834374999997,832.6666748644108
splitwise_strict,198,8,1,2,splitwise_strict/node_8_1_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12817,199824,evaluated,,345600,571.6218749999997,3256.8834374999997,832.2112445385605
