config_id,status,reason,k,k_selection_reason,auto_k,feature_set,input_dim,seed,device,best_epoch,best_val_loss,final_train_loss,final_val_loss,num_train_traces,num_val_traces,num_test_traces,num_train_points,gmm_aic,gmm_bic,bic_candidates,checkpoint_path,curve_path,norm_params_path,gmm_params_path
deepseek-r1-distill-8b_H100_tp4,trained,,12,bic_minimum_at_max_k=12_may_need_higher,True,f2,2,42,cuda,1,1.9629278182983398,2.1372474133968353,1.9729537963867188,20,4,5,49394,568149.8700117358,568458.1354600766,"{""10"": {""aic"": 568466.728573985, ""bic"": 568722.1485168961}, ""12"": {""aic"": 568149.8700117358, ""bic"": 568458.1354600766}, ""14"": {""aic"": 564519.1879876659, ""bic"": 564880.2989414366}, ""16"": {""aic"": 564515.5395320149, ""bic"": 564929.4959912155}, ""18"": {""aic"": 564529.6738449329, ""bic"": 564996.4758095633}, ""20"": {""aic"": 564312.9811572661, ""bic"": 564832.6286273263}, ""6"": {""aic"": 569696.2996132819, ""bic"": 569846.0285453331}, ""8"": {""aic"": 568937.1551205616, ""bic"": 569139.7295580427}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/deepseek-r1-distill-8b_H100_tp4_k12_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/deepseek-r1-distill-8b_H100_tp4_k12_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/deepseek-r1-distill-8b_H100_tp4.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/deepseek-r1-distill-8b_H100_tp4_k12.json
deepseek-r1-distill-8b_H100_tp8,trained,,12,bic_minimum_at_max_k=12_may_need_higher,True,f2,2,42,cuda,1,1.97503861784935,2.1504835230963573,1.9783315062522888,21,4,5,51918,636658.259329285,636968.2690583292,"{""10"": {""aic"": 637064.316154422, ""bic"": 637321.1813584872}, ""12"": {""aic"": 636658.259329285, ""bic"": 636968.2690583292}, ""14"": {""aic"": 636510.3746658984, ""bic"": 636873.5289199216}, ""16"": {""aic"": 636445.2247397973, ""bic"": 636861.5235187996}, ""18"": {""aic"": 635426.3666086535, ""bic"": 635895.8099126347}, ""20"": {""aic"": 635291.0423496984, ""bic"": 635813.6301786586}, ""6"": {""aic"": 638600.5321003394, ""bic"": 638751.1082544466}, ""8"": {""aic"": 637636.6540472968, ""bic"": 637840.374726383}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/deepseek-r1-distill-8b_H100_tp8_k12_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/deepseek-r1-distill-8b_H100_tp8_k12_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/deepseek-r1-distill-8b_H100_tp8.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/deepseek-r1-distill-8b_H100_tp8_k12.json
gpt-oss-120b_A100_tp4,trained,,10,bic_minimum_at_k=10,True,f2,2,42,cuda,127,2.0233845114707947,2.002035793803987,2.0261099338531494,21,4,5,52327,580422.3551038476,580679.4478691552,"{""10"": {""aic"": 580422.3551038476, ""bic"": 580679.4478691552}, ""12"": {""aic"": 581056.5942135957, ""bic"": 581366.8785855188}, ""14"": {""aic"": 580093.2748207953, ""bic"": 580456.7507993338}, ""16"": {""aic"": 579720.9001579403, ""bic"": 580137.5677430942}, ""18"": {""aic"": 579215.3568244925, ""bic"": 579685.2160162617}, ""20"": {""aic"": 579153.251589915, ""bic"": 579676.3023882996}, ""6"": {""aic"": 597307.0827606941, ""bic"": 597457.792312771}, ""8"": {""aic"": 582174.2053291003, ""bic"": 582378.1064877926}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/gpt-oss-120b_A100_tp4_k10_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/gpt-oss-120b_A100_tp4_k10_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/gpt-oss-120b_A100_tp4.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/gpt-oss-120b_A100_tp4_k10.json
gpt-oss-120b_A100_tp8,trained,,12,bic_minimum_at_max_k=12_may_need_higher,True,f2,2,42,cuda,111,2.18841490149498,2.2154812018076577,2.1895518004894257,21,4,5,52366,598298.1196767315,598608.4301248977,"{""10"": {""aic"": 600172.850276359, ""bic"": 600429.9646476967}, ""12"": {""aic"": 598298.1196767315, ""bic"": 598608.4301248977}, ""14"": {""aic"": 597935.7200927592, ""bic"": 598299.226617754}, ""16"": {""aic"": 597430.9779734893, ""bic"": 597847.6805753126}, ""18"": {""aic"": 597399.7331194627, ""bic"": 597869.6317981145}, ""20"": {""aic"": 597717.1707018894, ""bic"": 598240.2654573696}, ""6"": {""aic"": 611513.1543252214, ""bic"": 611663.8765429022}, ""8"": {""aic"": 602142.6763609946, ""bic"": 602346.5946555039}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/gpt-oss-120b_A100_tp8_k12_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/gpt-oss-120b_A100_tp8_k12_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/gpt-oss-120b_A100_tp8.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/gpt-oss-120b_A100_tp8_k12.json
gpt-oss-20b_A100_tp1,trained,,12,bic_minimum_at_max_k=12_may_need_higher,True,f2,2,42,cuda,198,2.2879534363746643,2.2290342364992415,2.2906506955623627,21,4,6,52363,426863.230839847,427173.539282838,"{""10"": {""aic"": 466241.08034172526, ""bic"": 466498.1930516321}, ""12"": {""aic"": 426863.230839847, ""bic"": 427173.539282838}, ""14"": {""aic"": 426001.1112636757, ""bic"": 426364.61543975084}, ""16"": {""aic"": 422300.64061326056, ""bic"": 422717.3405224199}, ""18"": {""aic"": 425209.3933458191, ""bic"": 425679.2889880626}, ""20"": {""aic"": 421735.28605099604, ""bic"": 422258.3774263237}, ""6"": {""aic"": 469749.5436045983, ""bic"": 469900.2648483368}, ""8"": {""aic"": 427809.6355970955, ""bic"": 428013.55257391813}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/gpt-oss-20b_A100_tp1_k12_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/gpt-oss-20b_A100_tp1_k12_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/gpt-oss-20b_A100_tp1.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/gpt-oss-20b_A100_tp1_k12.json
gpt-oss-20b_A100_tp2,trained,,12,bic_minimum_at_max_k=12_may_need_higher,True,f2,2,42,cuda,171,2.094021648168564,2.146852243514288,2.0951958894729614,21,4,5,52295,492466.3508192388,492776.6137807504,"{""10"": {""aic"": 492654.9768198528, ""bic"": 492912.05184510525}, ""12"": {""aic"": 492466.3508192388, ""bic"": 492776.6137807504}, ""14"": {""aic"": 492715.20089485345, ""bic"": 493078.65179262415}, ""16"": {""aic"": 492787.2980526764, ""bic"": 493203.9368867062}, ""18"": {""aic"": 492208.1642659829, ""bic"": 492677.9910362719}, ""20"": {""aic"": 491596.3095668208, ""bic"": 492119.3242733689}, ""6"": {""aic"": 494724.6046088028, ""bic"": 494875.303761537}, ""8"": {""aic"": 494532.2080798208, ""bic"": 494736.0951688141}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/gpt-oss-20b_A100_tp2_k12_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/gpt-oss-20b_A100_tp2_k12_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/gpt-oss-20b_A100_tp2.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/gpt-oss-20b_A100_tp2_k12.json
llama-3-405b_H100_tp8,trained,,10,bic_minimum_at_k=10,True,f2,2,42,cuda,2,1.8963930010795593,1.750551008042835,1.9206780791282654,21,4,5,53277,712128.5965342837,712386.211074206,"{""10"": {""aic"": 712128.5965342837, ""bic"": 712386.211074206}, ""12"": {""aic"": 712234.1712592237, ""bic"": 712545.08535913}, ""14"": {""aic"": 711997.6096323709, ""bic"": 712361.8232922611}, ""16"": {""aic"": 712044.3167340037, ""bic"": 712461.8299538778}, ""18"": {""aic"": 711998.6998986757, ""bic"": 712469.5126785338}, ""20"": {""aic"": 711948.0753077092, ""bic"": 712472.1876475512}, ""6"": {""aic"": 712883.6993332912, ""bic"": 713034.7147532456}, ""8"": {""aic"": 712247.833754753, ""bic"": 712452.1487346914}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/llama-3-405b_H100_tp8_k10_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/llama-3-405b_H100_tp8_k10_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/llama-3-405b_H100_tp8.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/llama-3-405b_H100_tp8_k10.json
llama-3-70b_A100_tp4,trained,,12,bic_minimum_at_max_k=12_may_need_higher,True,f2,2,42,cuda,104,1.7938487231731415,1.5842182409195673,1.8056278824806213,21,4,5,53200,537521.8524170795,537832.715895716,"{""10"": {""aic"": 539192.4951535062, ""bic"": 539450.0677500907}, ""12"": {""aic"": 537521.8524170795, ""bic"": 537832.715895716}, ""14"": {""aic"": 537455.803507591, ""bic"": 537819.9578682795}, ""16"": {""aic"": 537458.7340523397, ""bic"": 537876.1792950801}, ""18"": {""aic"": 537378.3070765209, ""bic"": 537849.0432013134}, ""20"": {""aic"": 537384.5222173658, ""bic"": 537908.5492242102}, ""6"": {""aic"": 541104.0001913222, ""bic"": 541254.9910238028}, ""8"": {""aic"": 538082.3509363132, ""bic"": 538286.6326508458}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/llama-3-70b_A100_tp4_k12_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/llama-3-70b_A100_tp4_k12_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/llama-3-70b_A100_tp4.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/llama-3-70b_A100_tp4_k12.json
llama-3-70b_A100_tp8,trained,,12,bic_minimum_at_max_k=12_may_need_higher,True,f2,2,42,cuda,115,1.883996605873108,1.9894952263150896,1.8893500864505768,21,4,5,52603,626942.2904597891,627252.7589548853,"{""10"": {""aic"": 627027.0207903709, ""bic"": 627284.2661148792}, ""12"": {""aic"": 626942.2904597891, ""bic"": 627252.7589548853}, ""14"": {""aic"": 623793.9638483325, ""bic"": 624157.6555140166}, ""16"": {""aic"": 623680.263363444, ""bic"": 624097.178199716}, ""18"": {""aic"": 623479.3765653695, ""bic"": 623949.5145722295}, ""20"": {""aic"": 623441.1124809344, ""bic"": 623964.4736583822}, ""6"": {""aic"": 630147.7141741953, ""bic"": 630298.5131575278}, ""8"": {""aic"": 628323.6043652236, ""bic"": 628527.6265191439}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/llama-3-70b_A100_tp8_k12_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/llama-3-70b_A100_tp8_k12_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/llama-3-70b_A100_tp8.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/llama-3-70b_A100_tp8_k12.json
llama-3-70b_H100_tp4,trained,,12,bic_minimum_at_max_k=12_may_need_higher,True,f2,2,42,cuda,0,2.3526278734207153,2.0508490324020388,2.4382306337356567,20,4,5,50014,608089.6873372858,608398.3893758685,"{""10"": {""aic"": 610287.111033474, ""bic"": 610542.8927225852}, ""12"": {""aic"": 608089.6873372858, ""bic"": 608398.3893758685}, ""14"": {""aic"": 607833.2500673054, ""bic"": 608194.8724553593}, ""16"": {""aic"": 607853.4969507875, ""bic"": 608268.0396883127}, ""18"": {""aic"": 607757.6747606888, ""bic"": 608225.1378476854}, ""20"": {""aic"": 607757.3492090614, ""bic"": 608277.7326455292}, ""6"": {""aic"": 610881.2630170849, ""bic"": 611031.2040072536}, ""8"": {""aic"": 610710.6177881013, ""bic"": 610913.4791277413}}",results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/checkpoints/llama-3-70b_H100_tp4_k12_f2_best.pt,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/training_curves/llama-3-70b_H100_tp4_k12_f2.csv,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/norm_params/llama-3-70b_H100_tp4.json,results/continuous_v1_gmm_bigru_sharegpt_all/kauto_max12_f2/gmms/llama-3-70b_H100_tp4_k12.json
